0,1,47,4,74,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0,1,47,4,66,0,0,0,0,1,1,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1,1,1.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00
0,1,47,4,4162,0,0,0,0,2,2,0.00,0.00,0.00,0.00,1.00,0.00,0.00,2,2,1.00,0.00,0.67,0.00,0.00,0.00,0.00,0.00
0,1,47,4,3037,0,0,0,0,3,3,0.00,0.00,0.00,0.00,1.00,0.00,0.00,3,3,1.00,0.00,0.75,0.00,0.00,0.00,0.00,0.00
0,1,47,4,66,0,0,0,0,4,4,0.00,0.00,0.00,0.00,1.00,0.00,0.00,4,4,1.00,0.00,0.80,0.00,0.00,0.00,0.00,0.00
0,1,47,4,353,0,0,0,0,5,5,0.00,0.00,0.00,0.00,1.00,0.00,0.00,5,5,1.00,0.00,0.83,0.00,0.00,0.00,0.00,0.00
0,1,47,4,353,0,0,0,0,6,6,0.00,0.00,0.00,0.00,1.00,0.00,0.00,6,6,1.00,0.00,0.86,0.00,0.00,0.00,0.00,0.00
0,1,47,4,137,0,0,0,0,7,7,0.00,0.00,0.00,0.00,1.00,0.00,0.00,7,7,1.00,0.00,0.88,0.00,0.00,0.00,0.00,0.00
0,1,47,4,66,0,0,0,0,8,8,0.00,0.00,0.00,0.00,1.00,0.00,0.00,8,8,1.00,0.00,0.89,0.00,0.00,0.00,0.00,0.00
0,1,21,4,74,0,0,0,0,9,0,0.00,0.00,0.00,0.00,0.00,1.00,0.00,9,0,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
0,1,47,4,74,0,0,0,0,10,9,0.00,0.00,0.00,0.00,0.90,0.10,0.00,10,9,0.90,0.10,0.90,0.00,0.00,0.00,0.00,0.00
0,1,47,4,74,0,0,0,0,11,10,0.00,0.00,0.00,0.00,0.91,0.09,0.00,11,10,0.91,0.09,0.91,0.00,0.00,0.00,0.00,0.00
0,1,21,4,2962,0,0,0,0,12,1,0.00,0.00,0.00,0.00,0.08,0.92,0.00,12,1,0.08,0.92,0.50,0.00,0.00,0.00,0.00,0.00
0,1,21,4,1191,0,0,0,0,13,2,0.00,0.00,0.00,0.00,0.15,0.85,0.00,13,2,0.15,0.85,0.67,0.00,0.00,0.00,0.00,0.00
0,1,47,4,74,0,0,0,0,14,11,0.00,0.00,0.00,0.00,0.79,0.21,0.00,14,11,0.79,0.21,0.92,0.00,0.00,0.00,0.00,0.00
0,1,47,4,66,0,0,0,0,15,12,0.00,0.00,0.00,0.00,0.80,0.20,0.00,15,12,0.80,0.20,0.92,0.00,0.00,0.00,0.00,0.00
0,1,47,4,7014,0,0,0,0,16,13,0.00,0.00,0.00,0.00,0.81,0.19,0.00,16,13,0.81,0.19,0.93,0.00,0.00,0.00,0.00,0.00
0,1,47,4,4084,0,0,0,0,17,14,0.00,0.00,0.00,0.00,0.82,0.18,0.00,17,14,0.82,0.18,0.93,0.00,0.00,0.00,0.00,0.00
0,1,47,4,1514,0,0,0,0,18,15,0.00,0.00,0.00,0.00,0.83,0.17,0.00,18,15,0.83,0.17,0.94,0.00,0.00,0.00,0.00,0.00
0,1,47,4,2639,0,0,0,0,19,16,0.00,0.00,0.00,0.00,0.84,0.16,0.00,19,16,0.84,0.16,0.94,0.00,0.00,0.00,0.00,0.00
0,1,47,4,308,0,0,0,0,20,17,0.00,0.00,0.00,0.00,0.85,0.15,0.00,20,17,0.85,0.15,0.94,0.00,0.00,0.00,0.00,0.00
0,1,47,4,135,0,0,0,0,21,18,0.00,0.00,0.00,0.00,0.86,0.14,0.00,21,18,0.86,0.14,0.95,0.00,0.00,0.00,0.00,0.00
0,1,47,4,324,0,0,0,0,22,19,0.00,0.00,0.00,0.00,0.86,0.14,0.00,22,19,0.86,0.14,0.95,0.00,0.00,0.00,0.00,0.00
0,1,21,4,321,0,0,0,0,23,3,0.00,0.00,0.00,0.00,0.13,0.87,0.00,23,3,0.13,0.87,0.75,0.00,0.00,0.00,0.00,0.00
